product_name,price,item_type,description,misc_notes,in_stock,supplier
Dixcel Brake Temperature Indicator Stickers (10 pcs),"£15.20, £19.00",,"SKU:     
        CTS-F10","Product Features:

Supplied as a pack of 10
Operating range of 149260
Irreversible temperature scale allows you to measure the maximum temp reached",In Stock,TorqueGT
Enkei92 Alloy Wheel,£280.66,,"SKU:     
        E-E92    


                E921665384100S            

                E921665384100B            

                E921665384100G            

                E921665454100G            

                E921665454100S            

                E921665454100B            

                E921655454100B            

                E921655454100S            

                E921655454100G            

                E92158254114G            

                E92158254114B            

                E92158254114S            

                E92158255114S            

                E92158255114G            

                E92158255114B            

                E92158254100B            

                E92158254100S            

                E92158254100G            

                E92157384100G            

                E92157384100B            

                E92157384100S            

                E92157384114S            

                E92157384114B            

                E92157384114G            

                E92157385114B            

                E92157385114S            

                E92157385114G            

                E92155454100B            

                E92155454100S            

                E92155454100G","Product features:

Modern take on the classic MESH4 design
MAT Technology, one-piece wheel
Priced per wheel
Available in Silver, Gold or Black, all with polished lip
Centre cap included",Not In Stock,TorqueGT
Enkei PF01 Alloy Wheel,£258.90,,"SKU:     
        E-PF01    


                PF0118954551143S            

                PF0118954551143MB            

                PF0118953551143S            

                PF0118953551143MB            

                PF0118951551143S            

                PF0118951551143MB            

                PF011894551143S            

                PF011894551143MB            

                PF011893551143S            

                PF011893551143MB            

                PF0118854851143S            

                PF0118854851143MB            

                PF0118854851143G            

                PF0118853551143S            

                PF0118853551143MB            

                PF0118853051143S            

                PF011885051143S            

                PF011884551143S            

                PF011884551143MB            

                PF011884551143G            

                PF011884051143S            

                PF011884051143MB            

                PF0118754551143S            

                PF0118754551143MB            

                PF0118754551143G            

                PF011875455100S            

                PF011875455100MB            

                PF011875455100G            

                PF0118753851143S            

                PF011875385100S            

                PF011875351143S            

                PF011874851143S            

                PF011874851143MB            

                PF011874851143G            

                PF01187485100S            

                PF01187485100MB            

                PF01187485100G            

                PF011873851143S            

                PF01181053851143S            

                PF01181051551143S            

                PF01181051551143MB            

                PF0117854051143S            

                PF011785051143S            

                PF011784551143S            

                PF01178455100S            

                PF01178355100S            

                PF0117754551143S            

                PF0117754551143MB            

                PF0117754551143G            

                PF011775455100S            

                PF011775455100MB            

                PF011775455100G            

                PF0117753851143S            

                PF011775385100S            

                PF011775351143S            

                PF011775351143MB            

                PF011774851143S            

                PF011774851143MB            

                PF011774851143G            

                PF01177485100S            

                PF01177485100MB            

                PF01177485100G            

                PF011773851143S            

                PF011773851143MB            

                PF0117654851143S            

                PF011765484100S            

                PF011765484100MB            

                PF011765424100S            

                PF01167434100S            

                PF01167434100MB            

                PF011665424100S            

                PF011665424100MB            

                PF011665424100G            

                PF01165454100S            

                PF01165454100MB            

                PF01165454100G            

                PF01158354100S            

                PF01157354100S            

                PF011565504100S            

                PF011565454100S            

                PF011565454100MB            

                PF01155454100S            

                PF01155454100MB            

                PF01155454100G","Product features:

Split 5 spoke design
MAT Technology, one-piece wheel
Priced per wheel
Available in Sparkle Silver, Matte Black or Gold
Centre caps included",Not In Stock,TorqueGT
Dixcel RF328 Racing Brake Fluid 500ml,£19.50,,"SKU:     
        RF328-01","Product Specification:

Meets specifications FMVSS 116 DOT4 &amp; SAE J1704
Glycol based
500ml per bottle




 
328 Racing
FMVSS spec


Dry boiling point
328
230


Wet boiling point
204
155


Viscosity (-40)
1698cSt
under 1800cSt


Viscosity (100)
2.59cSt
over 1.5cSt


pH
7.15
711.5",In Stock,TorqueGT
Torque GT Face Mask,£12.99,,"SKU:     
        TGT-FC","Product Features:

Water resistant, hydrophobic material
Excellent filtration
Mouldable nose bridge for improved fit
Elasticised straps and stretchable fabric for comfortable fit
Fully washable",In Stock,TorqueGT
Exoracing 15mx5cm Titanium Exhaust Heat Wrap Tape Manifold Insulation,£32.99,,"SKU:     
        EX-EXH-TIT-15M    





Exhaust heat wrap is one of the easiest and cheapest methods of heat management in your engine bay. There are a few advantages for using exhaust wrap, but the main ones are to decrease engine bay temperatures and to speed up the exhaust gas flow. Exhaust heat wrap is very simple and easy to install, but will have a dramatic effect to your temperatures, and is one of the first go to heat management methods of many racing teams worldwide. The exhaust wrap is simply wrapped around your exhaust manifold and fixed into place using our supplied cable ties to make sure you have a strong tight seal.
The exhaust system of a car carries out the hot exhaust gas from the engine which can reach temperatures of up to 1200 degrees in some extreme applications. The effects of a hot manifold and exhaust system can negatively impact the overall performance of an engine due to intake air temperature. An engine is designed to run at an optimal temperature which will make peak power, usually the cooler the intake temperatures the better an engine will perform and the more power it will make. In some applications the cooling system on a car is not enough to keep the engine at optimal temperatures, resulting in heat soak to engine components which will dramatically reduce the efficiency and power. As well as the efficiency and power being affected by temperature, having too much heat in an engine bay can cause unnecessary wear and strain on delicate components that are not designed to operate in extreme engine bay temperatures. Items such as bearings, fluid lines and wiring can become damaged with overexposure to heat.
Another added benefit of our exhaust heat wrap is that you will reduce any radiating heat from the exhaust through the firewall or chassis resulting in less heat coming into the car. You can reduce temperatures anywhere up to a massive 50% which has a massive number of benefits and virtually no downside.","Product Features:

Reduces under bonnet temperatures.
Improves power &amp; protects other components
Superior durability and heat retention
Size: 5cm x 15m
Material: titanium fibre
Temperature continuous 1800°C
Temperature intermittent 3100°C
Includes: 4 x stainless cable ties
It is always recommended to soak the exhaust wrap in water when installing, and to have a consistent overlap on the piping to reduce heat spots.",Not In Stock,TorqueGT
KAAZ Limited Slip Diff 1.5 Way - SuperQ - GT86 & BRZ,"£1,035.15",,"SKU:     
        SBT2080-WPC","Improved transfer of power
Multiple clutch plates help spread heat
SuperQ version requires no breaking in and is designed to minimise chattering or juddering
Heightened sense of control",Not In Stock,TorqueGT
Soft99 Digloss Giraedge Tyre Shine,£14.29,,"SKU:     
        S99-GRE","Directions:


1. Wash off dirt or derbis in advance and try the tyre wall thoroughly
2. Remove cap and attach the sponge side to the tire sidewall. Spread evenly letting the fluid out
3. Dry for approximately 5-10 minutes. No need to wipe off",In Stock,TorqueGT
TRD Metal Key Ring,£14.71,,"SKU:     
        08235-SP040",,Not In Stock,TorqueGT
"Bride GIASIII Gradation Reclining Bucket Seat, Logo Silver FRP Shell ","£1,968.00",,"SKU:     
        BR-G61GSF    





Bride GIASIII Reclining Bucket Seat
The Bride GIASIII Reclining Bucket Seat is a high-quality, racing-inspired seat that is perfect for drivers looking for comfort, style, and safety. Made from durable materials including a steel frame and high-density foam padding, this seat is built to last. The reclining mechanism allows you to adjust the angle of the seat to your liking, while the side-impact protection and 5-point harness provide added safety.
The GIAS series, which has undergone a full model change for the first time in 16 years, is BRIDE's flagship model in reclining sport seats. With ""deep shoulder &amp; high side support"", it is the ultimate super reclining bucket seat that combines high rigidity, sturdiness, hold, and comfort.
Improved Strength










The monocoque shell of the GIASIII model has been improved compared to the previous GIASII model, thanks to a newly designed high-rigidity steel frame based on the STRADIA model. The tensile strength of the frame has increased by 200%, the sturdiness of the backrest has increased by 15%, and the overall sturdiness of the seat has increased by 40%. These improvements have resulted in a more rigid and sturdy seat overall.
Designed for the Track
This model of the seat is equipped with large-sized belt holes in the backrest that are compatible with the FHR system. It also has newly added belt holes on the side of the seat shell that are compatible with a 6-point harness. The size of these belt holes has been reduced compared to the STRADIA model to limit extra movement of the belts and provide a safer experience on the track.
Super Low Thanks to Low Max
The GIAS series features the LOW MAX system, a patented technology by BRIDE that allows for low seat positioning even in limited space. The LOW MAX system also allows for precise adjustment of the steering center and seat center. Please note that this system may not be compatible with all vehicles.",,Preorder Only,TorqueGT
Skunk2 Lowering Springs 2012+ Subaru BRZ Toyota GT86,£230.24,,"SKU:     
        519-12-1001",,Not In Stock,TorqueGT
Millers CFS Nanodrive 5W40 Fully Synthetic Oil - 1L,"£12.95, £13.99",,"SKU:     
        7953-1L","Manufactured to far exceed the requirements of API SL/CF and ACEA A3/B4
Ideal for fast road or track day use, especially in engines where a 5w30 is normally specified
Suitable for operating at 125c with peak temperatures up to 150c",In Stock,TorqueGT
Turbosmart Blow Off Valve Spring - Pink,£17.94,,"SKU:     
        TS-0203-3002    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.


Turbosmarts springs are designed to work with our Plumb Back, Dual Port and Supersonic blow off valves. They offer a wide range of spring rates to suit your driving style and application. Suits Turbosmart Kompact BOV Range. Vacum High -24InHg, Vacum Low -14In Hg
Turbosmarts springs are made from high-quality materials and are designed to maintain the peak performance of your blow off valve under the most extreme conditions. Choose from our selection of Turbosmart springs to get the perfect fit for your car and the best performance from your blow off valve.",,Not In Stock,TorqueGT
Corbeau Sportline RXI Reclining Bucket Seat,£516.00,,"SKU:     
        COR-SS10    


                COR-SS100            

                COR-SS102            

                COR-SS101            

                COR-SS103            






The RXI is a brand new seat to the Corbeau Sportline reclining bucket seat range for 2019. Improving upon our most popular Sportline RRS seat, the RXI is set to be a sure hit.
This sports recliner features a newly designed seat frame, with our new and unique harness grommets. Comprising of our tried and tested high quality moulded foam cushion, bolster and lumbar support to offer maximum comfort on long journeys. Backrest adjustment is possible through the precise reclining mechanism, which is sided for either the driver or passenger.
The RXI is trimmed in black vinyl with a choice of black or white stitching. Bespoke trim design is available on request, speak to our sales team for more information.","Product Features:

Ergonomic base and back cushion
New style harness grommets
Sleek all black vinyl cover
Mount Using Our Subframe &amp; Slider Combination
Forward Tilt Enabled",Not In Stock,TorqueGT
Rays Gram Light 57DR Alloy Wheel  - 18x9.5J ET38 5x100 Semi Gloss Black,£386.40,,,,Not In Stock,TorqueGT
AEM X-Series Oil Pressure Gauge 150PSI / 10BAR,£254.40,,"SKU:     
        30-0307","Features:

Excellent accuracy and speed
Easy to read sweeping LED needle
52mm housing
User selectable warnings
Comes with black bezel and reversible black PSI/BAR boost pressure faceplate",In Stock,TorqueGT
Millers CFS Nanodrive 10W40 Fully Synthetic Oil - 5L,"£43.99, £55.00",,"SKU:     
        7954-5L","Manufactured to far exceed the requirements of API SL/CF and ACEA A3/B4
Ideal for fast road or track day use, especially in high performance modified engines 
Suitable for operating at 125c with peak temperatures up to 150c


 , 


Manufactured to far exceed the requirements of API SL/CF and ACEA A3/B4
Ideal for fast road or track day use, especially in high performance modified engines 
Suitable for operating at 125c with peak temperatures up to 150c",Not In Stock,TorqueGT
Millers XF Premium C5 0w20 Fully Synthetic - 5 Litres,"£33.00, £45.00",,"SKU:     
        8175-5L","Manufactured to meet ILSAC GF-5 and API SN
Improved engine efficiency and improved fuel economy
Excellent low temperature performance
Excellent oxidations and thermal stability",In Stock,TorqueGT
Torque GT NSX-R T-Shirt,£20.00,,"SKU:     
        TGT-NSX-T    


                TGT-NSX-T-Small            

                TGT-NSX-T-Medium            

                TGT-NSX-T-Large            

                TGT-NSX-T-Extra Large","Product details:

Black t-shirt with white motif and Torque GT branding
100% cotton
Available in Small, Medium, Large and XL
Makes you almost as cool as Senna",In Stock,TorqueGT
Whiteline Rear Adjustable ARB Links - GT86/BRZ,£137.51,,"SKU:     
        KLC182","Features Include:

Direct replacement for factory items
Manufactured from high quality alloy
Sold as a pair",Not In Stock,TorqueGT
Motul 300V Competition Engine Oil - 0W-40 2L,£49.99,,"SKU:     
        MOTUL-110857    





Motul have developed a range of fully synthetic engine oil specifically tailored for racing and sports cars, providing maximum protection against wear, oil pressure drops and oxidation.
Using ESTER Core® technology coupled with an innovative additive package, this allows maximum power output of the engine without compromising reliability and wear.","Product Features:

0W-40
2 litres
Maintains stable oil pressure
Reduced engin wear
Reduced oil consumption",Not In Stock,TorqueGT
KAAZ Limited Slip Diff 1.5 Way - Standard - GT86 & BRZ,£903.50,,"SKU:     
        SBT2080-Standard","Improved transfer of power
Multiple clutch plates help spread heat
SuperQ version requires no breaking in and is designed to minimise chattering or juddering
Heightened sense of control",Not In Stock,TorqueGT
Turbosmart Kompact Plumb Back Blow Off Valve Fitting 20mm,£19.14,,"SKU:     
        TS-0203-3008    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.




Turbosmart Plumb Back Fitting (20mm)  Suits Turbosmart Kompact Dual Port and Plumb Back BOVs",,Not In Stock,TorqueGT
KAAZ Limited Slip Differential 1.5 Way - GT86 & BRZ,£903.50,,"SKU:     
        SBT2080-ZN6    


                SBT2080-WPC            

                SBT2080-Standard            






Used around the world in drifting, road racing, rally and all manner of motorsport, KAAZ differentials are some of the finest available. Designed and manufactured in Japan, they react fast and without fail to provide traction to the wheels under acceleration or hard cornering.
With racing or performance driving, your vehicle may demand more then what a factory differential is capable of providing. More traction, stability, quicker reaction times and higher cornering speeds are key factors in which improve your vehicles characteristics on the track. A KAAZ after market Limited Slip Differential designed to cater around these needs will come handy and prove as a vital component on your vehicle.
As well as the standard type diff, KAAZ also offer a SuperQ version. This is mechanically the same as the standard type, however it features WPC coated clutch plates. This will not only drastically reduce the chattering or juddering that the diff will create at low speed, but it also removes the need to break the diff in.","Improved transfer of power
Multiple clutch plates help spread heat
SuperQ version requires no breaking in and is designed to minimise chattering or juddering
Heightened sense of control",Not In Stock,TorqueGT
Rays Gram Light 57DR Alloy Wheel  - 18x8.5J ET37 5x114 Semi Gloss Black,£369.60,,,,Not In Stock,TorqueGT
Turbosmart Boost Gauge 0-2 BAR 52mm,£50.34,,"SKU:     
        TS-0101-2025    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.
Turbosmarts mechanical boost gauge is designed to provide reliable performance and accurate readings. With its black face, silver bezel, bright backlighting, and a vacuum range from 0-2 Bar (52mm  2 1/16), this Turbosmart Boost Gauge is perfect for use with any Turbosmart Gated Boost Control Valve.
The Turbosmart Boost Gauge looks great on the dashboard and provides all of the necessary hook-up and panel mounting hardware right out of the box. This makes installation quick and easy  no extra parts or tools are required! With Turbosmarts Mechanical Boost Gauge, you can count on safe, accurate readings day after day. So what are you waiting for  get Turbosmart Mechanical Boost Gauge and start accurately regulating your boost today!","Features include:

Simple mechanical operation
Bright backlighting
Suits most turbocharged vehicles
Includes necessary mounting and hardware",Not In Stock,TorqueGT
"Exoracing V-Band Clamp With Flanges 3"" 76mm Stainless Steel",£27.49,,"SKU:     
        EX-VBAN-3    





Our exoracing v-band clamp are one of the strongest leak free ways for fabricators to build exhaust and turbo systems. We include the male and female v-band clamp flanges to make exhaust work a breeze. Simply tack up both sides and install the self-aligning clamp in the centre, then screw on the locking nut for a perfect seal every time.
The V-band flanges make it easy to install and remove exhaust systems and turbo parts, such as downpipes, B Pipes etc. Being a great product for racers or track day enthusiasts, these clamps make it easy to remove parts to gain access to vital components easily as there are no hard-to-reach bolts or special tools needed.
Simply undo the clamp via the locking nut and you can remove the component easily and quickly. As the flanges are a perfect fit and lock together you do not need a gasket, so never need to worry about it blowing out which is a common problem among most other exhaust products.","Product Features:

Manufactured from 304 grade Stainless Steel
Includes a male and female V-band flange
Reduces the risk of broken exhaust bolts
No need for a gasket
Quick and simple to install/remove
Provides a leak free seal
Perfect for intercoolers, exhausts, intakes, and turbochargers",Not In Stock,TorqueGT
Hybrid Racing USDM T-Shirt,£26.00,,"SKU:     
        HYB-USS-00    


                HYB-USS-00-0S            

                HYB-USS-00-0M            

                HYB-USS-00-0L            

                HYB-USS-00-XL            

                HYB-USS-00-2X","Product features:

Hybrid Racing ""USA Seal""
50% Cotton / 50% Polyester Ultra Cotton build
Navy Heather Color
Light Gray Screen Print",In Stock,TorqueGT
Enkei PF09 Alloy Wheel,"£259.71, £259.71",,"SKU:     
        E-PF09    


                PF0918954051143MDG            

                PF0918954051143DS            

                PF0918952751143MDG            

                PF0918952751143DS            

                PF0918951551143MDG            

                PF0918951551143DS            

                PF091894251143MDG            

                PF09189425112MDG            

                PF09189425112DS            

                PF09189425100MDG            

                PF09189425100DS            

                PF091893051143MDG            

                PF091893051143DS            

                PF091885455120MDG            

                PF091885455120DS            

                PF0918854551143MDG            

                PF0918854551143DS            

                PF091885455112MDG            

                PF091885455112DS            

                PF091885455100MDG            

                PF0918853851143MDG            

                PF0918853851143DS            

                PF09188505112MDG            

                PF09188505112DS            

                PF09188455100MDG            

                PF09188455100DS            

                PF0918754851143MDG            

                PF0918754851143DS            

                PF091875485100MDG            

                PF091875485100DS            

                PF09181053851143MDG            

                PF09181053851143DS            

                PF09181051551143MDG            

                PF09181051551143DS            

                PF09179455100MDG            

                PF09179455100DS            

                PF091793551143MDG            

                PF091793551143DS            

                PF091792551143MDG            

                PF091792551143DS            

                PF09178405100MDG            

                PF09178405100DS            

                PF091783551143MDG            

                PF091783551143DS            

                PF09178255112MDG            

                PF09178255112DS            

                PF0917754551143MDG            

                PF0917754551143DS            

                PF091775455112MDG            

                PF091775455112DS            

                PF091775455100MDG            

                PF091775455100DS            

                PF091774551143MDG            

                PF091774551143DS            

                PF09177455112MDG            

                PF09177455112DS            

                PF09177455100MDG            

                PF09177455100DS            

                PF09177454100MDG            

                PF09177454100DS            

                PF09177385100MDG            

                PF09177385100DS            

                PF09167485100MDG            

                PF09167485100DS            

                PF09167454100MDG            

                PF09167454100DS            

                PF091665454100MDG            

                PF091665454100DS            

                PF091665385100MDG            

                PF091665385100DS            

                PF091665384100MDG            

                PF091665384100DS            

                PF09156424100MDG            

                PF09156424100DS            

                PF09155454100MDG            

                PF09155454100DS            

                PF091884551143MDG            

                PF091894251143DS            

                PF091885455100DS            

                PF091884551143DS","Product features:

Aggressive 9 spoke design
MAT Technology, one-piece wheel
Priced per wheel
Available in Glossy Silver or Matte Dark Gunmetal
Centre cap and tyre valve included",In Stock,TorqueGT
Soft99 New Fusso 12 Month Coat Dark 200g,£31.49,,"SKU:     
        S99-FUSD","Directions:

1. Thoroughly clean car beforehand with your choice of car wash products and sponge 
2. Apply small amount with the sponge provided and spread it as even as possible in circular motion 
3. Allow to cure for at least 10-15 minutes, weather permitting
4. Use a detailing grade microfibre cloth to wipe away dry residue",In Stock,TorqueGT
Rays Gram Light 57DR Alloy Wheel  - 18x9.5J ET22 5x114 Semi Gloss Black,£386.40,,,,Not In Stock,TorqueGT
Turbosmart Kompact Plumb Back Blow Off Valve Fitting 25mm,£19.14,,"SKU:     
        TS-0203-3009    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.




Turbosmarts Kompact Plumb Back Blow Off Valve Fitting 25mm is an essential part of the Turbosmart Kompact Dual Port and Plumb Back BOVs. With a diameter of 25mm, this fitting ensures an airtight seal between the valve and the plumbing, allowing for efficient operation and optimal performance.
It also eliminates any possibility of damaging or loosening connections due to vibration or temperature changes. This plumb back fitting is designed with ease of installation in mind, making it simple to install and maintain. Turbosmarts Kompact Plumb Back Blow Off Valve Fitting 25mm is a reliable choice when you need a secure connection between your blow off valve and its plumbing.
It is ideal for those who want a fit-and-forget solution. With Turbosmart quality and reliability, you can be sure that this fitting will provide years of reliable performance. Whether you want to upgrade your existing BOV or build a new system from scratch, Turbosmarts Kompact Plumb Back Blow Off Valve Fitting 25mm is the perfect solution. Get yours today!",,Not In Stock,TorqueGT
"TAROX Sport Big Brake Kit, Front, 326mm - BRZ, GT86","£2,040.00",,"SKU:     
        KMSU0690T    


                KMSU0690T-Red-F2000            

                KMSU0690T-Red-G88            

                KMSU0690T-Red-Blank            

                KMSU0690T-Black-Blank            

                KMSU0690T-Black-F2000            

                KMSU0690T-Black-G88            

                KMSU0690T-Blue-Blank            

                KMSU0690T-Blue-F2000            

                KMSU0690T-Blue-G88            

                KMSU0690T-Gold-F2000            

                KMSU0690T-Gold-G88            

                KMSU0690T-Gold-Blank            






TAROX can trace its history back to the 1970's, designing and crafting bespoke braking solutions, some of which eventually led to Formula 1 race successes throughout the 70's and 80's. In 1983 TAROX released the first commercially available grooved brake disc, the C83. A refined version of this is still available with all TAROX big brake kits in the C88 disc.
TAROX Sport bespoke brake kits are tailor made for each specific application vehicle, tuned to maximise performance of each specific application. Crafted from the finest materials and finished to an incredibly high standard in the TAROX factory in Northern Italy, each kit represents many years of braking know-how and race winning pedigree.
Each caliper is finished in a hard wearing anodised finish, but the Black colour is a particularly hard wearing and recommended for use on a car that will be used on track to avoid discolouration.","Product Features:

Assembled by hand and machined from the highest quality billet alloy
Heat treated, CNC machined billet rotors available in a number of styles
Hard anodised alloy disc bells and calipers
CNC machined alloy mounting brackets
Braided brake lines

Kit Specifics:

Disc Diameter: 326mm
Disc Thickness: 30mm
Disc Configuration: Two Piece Floating
Minimum Wheel Size: 17""

Disc Types:

F2000 - curved grooved type discs
G88 - straight grooved type discs
Blank - OE style smooth discs

Suitable For:

Subaru BRZ
Toyota GT86

Please Note: Image used for illustration purposes only. Exact kit may vary.",Preorder Only,TorqueGT
Mishimoto Oil Filter Sandwich Plate Adapter,£70.43,,"SKU:     
        MMOP-TPS","Product Features:

Simple to install
6061 aluminium
M20 x 1.5"" &amp; 3/4"" UNF adapters
Provision for 3x 1/8NPT sensors, with bungs included",In Stock,TorqueGT
Whiteline Front ARB 20mm Adjustable - BRZ / GT86,£218.89,,"SKU:     
        BSF45Z","Features Include:

20mm heavy duty roll bar
2 point adjustable
Direct replacement for factory item

Product Notes:

Includes anti roll bar links",Not In Stock,TorqueGT
"Exoracing V-Band Clamp With Flanges 2.5"" 63mm Stainless Steel",£27.49,,"SKU:     
        EX-VBAN-2.5    





Our exoracing v-band clamp are one of the strongest leak free ways for fabricators to build exhaust and turbo systems. We include the male and female v-band clamp flanges to make exhaust work a breeze. Simply tack up both sides and install the self-aligning clamp in the centre, then screw on the locking nut for a perfect seal every time.
The V-band flanges make it easy to install and remove exhaust systems and turbo parts, such as downpipes, B Pipes etc. Being a great product for racers or track day enthusiasts, these clamps make it easy to remove parts to gain access to vital components easily as there are no hard-to-reach bolts or special tools needed.
Simply undo the clamp via the locking nut and you can remove the component easily and quickly. As the flanges are a perfect fit and lock together you do not need a gasket, so never need to worry about it blowing out which is a common problem among most other exhaust products.","Product Features:

Manufactured from 304 grade Stainless Steel
Includes a male and female V-band flange
Reduces the risk of broken exhaust bolts
No need for a gasket
Quick and simple to install/remove
Provides a leak free seal
Perfect for intercoolers, exhausts, intakes, and turbochargers",Not In Stock,TorqueGT
Millers CFS NT+ Nanodrive 5W40 Fully Synthetic Oil - 1L,"£14.95, £16.95",,"SKU:     
        7963-1L    





Millers is a family owned, UK based company that develops engine oils and fuel additives for both commercial and domestic markets, as well as catering for motor sport applications. Their performance lubricants are proven in race series such as the Civic Cup and Caterham Championship, giving you absolute peace of mind in the quality of their oils.
New for 2017, Nanodrive NT+ is Millers latest generation of performance orientated, super low friction oil. Building upon previous iterations of their Nanodrive technology, NT+ is Millers benchmark performance oil that offers unsurpassed levels of engine lubrication, boasting up to a 15% reduction in friction over previous versions of Nanodrive.
Specially developed for use in fast road, race, rally, sprints and hill climbs, NT is also ideally suited for engines with hydraulic tappets. Millers Website","Manufactured to far exceed the requirements of API SL/CF and ACEA A3/B4
Ideal for fast road or track day use, especially in engines where a 5w30 is normally specified
Suitable for operating at 125c with peak temperatures up to 150c
Significantly reduced friction",In Stock,TorqueGT
Turbosmart RacePort Stainless Steel Weld Flange To Suit Female Blow Off Valve,£287.94,,"SKU:     
        TS-0204-3007    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.




Weld Flange (Stainless Steel)  Suit TS-0204-1103 &amp; TS-0204-1104",,Not In Stock,TorqueGT
HKS 10MM Ratchet Key Chain,£19.20,,"SKU:     
        51007-AK276",,Not In Stock,TorqueGT
Turbosmart Rocket Launcher Switch,£11.94,,"SKU:     
        TS-0105-3005",,Not In Stock,TorqueGT
Dixcel RF328 Racing Brake Fluid 500ml,£19.50,,"SKU:     
        RF328-01","Product Specification:

Meets specifications FMVSS 116 DOT4 &amp; SAE J1704
Glycol based
500ml per bottle




 
328 Racing
FMVSS spec


Dry boiling point
328
230


Wet boiling point
204
155


Viscosity (-40)
1698cSt
under 1800cSt


Viscosity (100)
2.59cSt
over 1.5cSt


pH
7.15
711.5",In Stock,TorqueGT
Soft99 Basic Detailing Kit & Bag - Light Colours,£71.49,,"SKU:     
        S99-SBWK","Kit Contents:

Light/White wax
Microfibre cloth
Surface smoother mini claybar
Fukupika quick detailer
Kiwami extreme gloss shampoo - Light
Iron terminator fallout remover",In Stock,TorqueGT
Mishimoto Water Temperature Sensor Adapter,£29.53,,"SKU:     
        MMWHS    


                MMWHS-30-BK            

                MMWHS-32-BK            

                MMWHS-34-BK            

                MMWHS-38-BK","Product Features:

Simple to install
Allows placement of sensor in coolant path
Provision for 1x 1/8NPT sensors, with bungs included",Not In Stock,TorqueGT
Corbeau Pro-Team Side Mounts,£132.00,,"SKU:     
        COR-AM    


                COR-AM002            

                COR-AM003            

                COR-AM005            

                COR-AM101            






Our standard 6mm Pro-Team side mounts are designed specifically for use on our FIA 8855-1999 approved seats, giving you multiple options to position your seat into your desired driving position. Available in 4 design options and black powder coat finish.","Product Features:

FIA 8855-1999 Approved
6mm Thick Alloy Construction
4 Design Options Available
M8 or M10 Bolt Hole Sizing *On Certain Designs*
Black Powder Coat Finish
Strong and Lightweight
Designed Exclusivery for use with Corbeau Seats
Supplied as a Pair

We strongly advice having your seat fitted by trained mechanical personnel. All M8 mounting bolts should be secured to 30Nm and M10 mounting bolts should be secured to 40Nm. We advise to check the mounting bolt tightness regularly.",Not In Stock,TorqueGT
Millers Racing Brake Fluid 300+ 500ML,"£12.95, £16.99",,"SKU:     
        7976-500ML","Enhanced high temperature performance over DOT 4
Dry boiling point of over 310c in comparison to the 230c required for DOT 4 fluids
Robust against water absorption, improving resistance to vapour lock.
Mutually compatible with all fluid meeting the same spec",In Stock,TorqueGT
Mugen Logo Sticker A,£12.46,,"SKU:     
        90000-YZ5-310A-G4","Product Features:

2 stickers included
H: 26mm x W: 200mm",In Stock,TorqueGT
Carbon Collective React Fallout Remover 2.0 500ml,£14.95,,"SKU:     
        CCRFO2.0","New Formulation
New Scent
Easier To Apply
Faster Reaction
pH neutral
Sealant Safe

Directions for use:

When applying to wheels ensure they are cool to the touch before application.
Spray React directly onto the surface.
Allow to dwell for 2-3 minutes, colour change will indicate particle neutralisation.
For stubborn areas agitate with a brush during the dwell period.
Heavily soiled wheels may require a extended dwell time.",In Stock,TorqueGT
Rays Gram Light 57DR Alloy Wheel  - 19x10.5J ET12 5x114 Semi Gloss Black,£462.00,,,,Not In Stock,TorqueGT
Hybrid Racing Awesome Sauce Air Fresheners - 5 Pack,£11.00,,"SKU:     
        HYB-AIF-01-05","Product Features:


World famous squash scent
Pack of 5
Individually wrapped",In Stock,TorqueGT
Mugen Power Sticker Set - Type A,£21.79,,"SKU:     
        90000-YZ5-311A-W5","Product Features:

2 stickers included
H: 73mm x W: 300mm",In Stock,TorqueGT
Fujitsubo Vintage FGK Sticker,£8.00,,"SKU:     
        011-38206","Size (cm):

Length: 23
Height: 11",In Stock,TorqueGT
